"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Yavapai County, AZ"	"04025"	"2020 "	"2020"	91	240226	37.9
	"Yuma County, AZ"	"04027"	"2018"	"2018"	33	212128	15.6
	"Yuma County, AZ"	"04027"	"2019"	"2019"	43	213787	20.1
	"Yuma County, AZ"	"04027"	"2020 "	"2020"	55	217824	25.2
	"Arkansas County, AR"	"05001"	"2018"	"2018"	Suppressed	17769	Suppressed
	"Arkansas County, AR"	"05001"	"2019"	"2019"	Suppressed	17486	Suppressed
	"Arkansas County, AR"	"05001"	"2020 "	"2020"	Suppressed	17383	Suppressed
	"Ashley County, AR"	"05003"	"2018"	"2018"	Suppressed	20046	Suppressed
	"Ashley County, AR"	"05003"	"2019"	"2019"	Suppressed	19657	Suppressed
	"Ashley County, AR"	"05003"	"2020 "	"2020"	Suppressed	19339	Suppressed
	"Baxter County, AR"	"05005"	"2018"	"2018"	Suppressed	41619	Suppressed
	"Baxter County, AR"	"05005"	"2019"	"2019"	Suppressed	41932	Suppressed
	"Baxter County, AR"	"05005"	"2020 "	"2020"	Suppressed	42242	Suppressed
	"Benton County, AR"	"05007"	"2018"	"2018"	36	272608	13.2
	"Benton County, AR"	"05007"	"2019"	"2019"	28	279141	10.0
	"Benton County, AR"	"05007"	"2020 "	"2020"	44	288774	15.2
	"Boone County, AR"	"05009"	"2018"	"2018"	Suppressed	37480	Suppressed
	"Boone County, AR"	"05009"	"2019"	"2019"	Suppressed	37432	Suppressed
	"Boone County, AR"	"05009"	"2020 "	"2020"	Suppressed	37625	Suppressed
	"Bradley County, AR"	"05011"	"2018"	"2018"	Suppressed	10897	Suppressed
	"Bradley County, AR"	"05011"	"2019"	"2019"	Suppressed	10763	Suppressed
	"Bradley County, AR"	"05011"	"2020 "	"2020"	Suppressed	10639	Suppressed
	"Calhoun County, AR"	"05013"	"2018"	"2018"	Suppressed	5277	Suppressed
	"Calhoun County, AR"	"05013"	"2019"	"2019"	Suppressed	5189	Suppressed
	"Calhoun County, AR"	"05013"	"2020 "	"2020"	Suppressed	5113	Suppressed
	"Carroll County, AR"	"05015"	"2018"	"2018"	11	28223	Unreliable
	"Carroll County, AR"	"05015"	"2019"	"2019"	Suppressed	28380	Suppressed
	"Carroll County, AR"	"05015"	"2020 "	"2020"	Suppressed	28276	Suppressed
	"Chicot County, AR"	"05017"	"2018"	"2018"	Suppressed	10438	Suppressed
	"Chicot County, AR"	"05017"	"2019"	"2019"	Suppressed	10118	Suppressed
	"Chicot County, AR"	"05017"	"2020 "	"2020"	Suppressed	9924	Suppressed
	"Clark County, AR"	"05019"	"2018"	"2018"	Suppressed	22061	Suppressed
	"Clark County, AR"	"05019"	"2019"	"2019"	Suppressed	22320	Suppressed
	"Clark County, AR"	"05019"	"2020 "	"2020"	Suppressed	22103	Suppressed
	"Clay County, AR"	"05021"	"2018"	"2018"	Suppressed	14847	Suppressed
	"Clay County, AR"	"05021"	"2019"	"2019"	Suppressed	14551	Suppressed
	"Clay County, AR"	"05021"	"2020 "	"2020"	Suppressed	14375	Suppressed
	"Cleburne County, AR"	"05023"	"2018"	"2018"	Suppressed	24965	Suppressed
	"Cleburne County, AR"	"05023"	"2019"	"2019"	Suppressed	24919	Suppressed
	"Cleburne County, AR"	"05023"	"2020 "	"2020"	Suppressed	24935	Suppressed
	"Cleveland County, AR"	"05025"	"2018"	"2018"	Suppressed	8018	Suppressed
	"Cleveland County, AR"	"05025"	"2019"	"2019"	Suppressed	7956	Suppressed
	"Cleveland County, AR"	"05025"	"2020 "	"2020"	Suppressed	7957	Suppressed
	"Columbia County, AR"	"05027"	"2018"	"2018"	Suppressed	23537	Suppressed
	"Columbia County, AR"	"05027"	"2019"	"2019"	Suppressed	23457	Suppressed
	"Columbia County, AR"	"05027"	"2020 "	"2020"	Suppressed	23331	Suppressed
	"Conway County, AR"	"05029"	"2018"	"2018"	Suppressed	20891	Suppressed
	"Conway County, AR"	"05029"	"2019"	"2019"	Suppressed	20846	Suppressed
	"Conway County, AR"	"05029"	"2020 "	"2020"	Suppressed	21037	Suppressed
	"Craighead County, AR"	"05031"	"2018"	"2018"	10	108558	Unreliable
	"Craighead County, AR"	"05031"	"2019"	"2019"	Suppressed	110332	Suppressed
	"Craighead County, AR"	"05031"	"2020 "	"2020"	Suppressed	112245	Suppressed
	"Crawford County, AR"	"05033"	"2018"	"2018"	13	63406	Unreliable
	"Crawford County, AR"	"05033"	"2019"	"2019"	Suppressed	63257	Suppressed
	"Crawford County, AR"	"05033"	"2020 "	"2020"	13	63409	Unreliable
	"Crittenden County, AR"	"05035"	"2018"	"2018"	12	48342	Unreliable
	"Crittenden County, AR"	"05035"	"2019"	"2019"	Suppressed	47955	Suppressed
	"Crittenden County, AR"	"05035"	"2020 "	"2020"	Suppressed	47616	Suppressed
	"Cross County, AR"	"05037"	"2018"	"2018"	Suppressed	16676	Suppressed
	"Cross County, AR"	"05037"	"2019"	"2019"	Suppressed	16419	Suppressed
	"Cross County, AR"	"05037"	"2020 "	"2020"	Suppressed	16142	Suppressed
	"Dallas County, AR"	"05039"	"2018"	"2018"	Suppressed	7182	Suppressed
	"Dallas County, AR"	"05039"	"2019"	"2019"	Suppressed	7009	Suppressed
	"Dallas County, AR"	"05039"	"2020 "	"2020"	Suppressed	6802	Suppressed
	"Desha County, AR"	"05041"	"2018"	"2018"	Suppressed	11512	Suppressed
	"Desha County, AR"	"05041"	"2019"	"2019"	Suppressed	11361	Suppressed
	"Desha County, AR"	"05041"	"2020 "	"2020"	Suppressed	11110	Suppressed
	"Drew County, AR"	"05043"	"2018"	"2018"	Suppressed	18328	Suppressed
	"Drew County, AR"	"05043"	"2019"	"2019"	Suppressed	18219	Suppressed
	"Drew County, AR"	"05043"	"2020 "	"2020"	Suppressed	17977	Suppressed
	"Faulkner County, AR"	"05045"	"2018"	"2018"	20	124806	16.0
	"Faulkner County, AR"	"05045"	"2019"	"2019"	18	126007	Unreliable
	"Faulkner County, AR"	"05045"	"2020 "	"2020"	19	126919	Unreliable
	"Franklin County, AR"	"05047"	"2018"	"2018"	Suppressed	17810	Suppressed
	"Franklin County, AR"	"05047"	"2019"	"2019"	Suppressed	17715	Suppressed
	"Franklin County, AR"	"05047"	"2020 "	"2020"	Suppressed	17897	Suppressed
	"Fulton County, AR"	"05049"	"2018"	"2018"	Suppressed	12269	Suppressed
	"Fulton County, AR"	"05049"	"2019"	"2019"	Suppressed	12477	Suppressed
	"Fulton County, AR"	"05049"	"2020 "	"2020"	Suppressed	12381	Suppressed
	"Garland County, AR"	"05051"	"2018"	"2018"	27	99154	27.2
	"Garland County, AR"	"05051"	"2019"	"2019"	20	99386	20.1
	"Garland County, AR"	"05051"	"2020 "	"2020"	40	99789	40.1
	"Grant County, AR"	"05053"	"2018"	"2018"	Suppressed	18188	Suppressed
	"Grant County, AR"	"05053"	"2019"	"2019"	Suppressed	18265	Suppressed
	"Grant County, AR"	"05053"	"2020 "	"2020"	Suppressed	18449	Suppressed
	"Greene County, AR"	"05055"	"2018"	"2018"	Suppressed	45325	Suppressed
	"Greene County, AR"	"05055"	"2019"	"2019"	Suppressed	45325	Suppressed
	"Greene County, AR"	"05055"	"2020 "	"2020"	Suppressed	45597	Suppressed
	"Hempstead County, AR"	"05057"	"2018"	"2018"	Suppressed	21741	Suppressed
	"Hempstead County, AR"	"05057"	"2019"	"2019"	Suppressed	21532	Suppressed
	"Hempstead County, AR"	"05057"	"2020 "	"2020"	Suppressed	21253	Suppressed
	"Hot Spring County, AR"	"05059"	"2018"	"2018"	Suppressed	33701	Suppressed
	"Hot Spring County, AR"	"05059"	"2019"	"2019"	Suppressed	33771	Suppressed
	"Hot Spring County, AR"	"05059"	"2020 "	"2020"	Suppressed	33787	Suppressed
	"Howard County, AR"	"05061"	"2018"	"2018"	Suppressed	13341	Suppressed
	"Howard County, AR"	"05061"	"2019"	"2019"	Suppressed	13202	Suppressed
	"Howard County, AR"	"05061"	"2020 "	"2020"	Suppressed	13109	Suppressed
	"Independence County, AR"	"05063"	"2018"	"2018"	Suppressed	37678	Suppressed
	"Independence County, AR"	"05063"	"2019"	"2019"	Suppressed	37825	Suppressed
	"Independence County, AR"	"05063"	"2020 "	"2020"	Suppressed	37757	Suppressed
	"Izard County, AR"	"05065"	"2018"	"2018"	Suppressed	13593	Suppressed
	"Izard County, AR"	"05065"	"2019"	"2019"	Suppressed	13629	Suppressed
	"Izard County, AR"	"05065"	"2020 "	"2020"	Suppressed	13613	Suppressed
	"Jackson County, AR"	"05067"	"2018"	"2018"	Suppressed	16811	Suppressed
	"Jackson County, AR"	"05067"	"2019"	"2019"	Suppressed	16719	Suppressed
	"Jackson County, AR"	"05067"	"2020 "	"2020"	Suppressed	16636	Suppressed
	"Jefferson County, AR"	"05069"	"2018"	"2018"	14	68114	Unreliable
	"Jefferson County, AR"	"05069"	"2019"	"2019"	10	66824	Unreliable
	"Jefferson County, AR"	"05069"	"2020 "	"2020"	14	65377	Unreliable
	"Johnson County, AR"	"05071"	"2018"	"2018"	Suppressed	26742	Suppressed
	"Johnson County, AR"	"05071"	"2019"	"2019"	Suppressed	26578	Suppressed
	"Johnson County, AR"	"05071"	"2020 "	"2020"	Suppressed	26513	Suppressed
	"Lafayette County, AR"	"05073"	"2018"	"2018"	Suppressed	6682	Suppressed
	"Lafayette County, AR"	"05073"	"2019"	"2019"	Suppressed	6624	Suppressed
	"Lafayette County, AR"	"05073"	"2020 "	"2020"	Suppressed	6596	Suppressed
	"Lawrence County, AR"	"05075"	"2018"	"2018"	Suppressed	16434	Suppressed
	"Lawrence County, AR"	"05075"	"2019"	"2019"	Suppressed	16406	Suppressed
	"Lawrence County, AR"	"05075"	"2020 "	"2020"	Suppressed	16410	Suppressed
	"Lee County, AR"	"05077"	"2018"	"2018"	Suppressed	8985	Suppressed
	"Lee County, AR"	"05077"	"2019"	"2019"	Suppressed	8857	Suppressed
	"Lee County, AR"	"05077"	"2020 "	"2020"	Suppressed	8513	Suppressed
	"Lincoln County, AR"	"05079"	"2018"	"2018"	Suppressed	13383	Suppressed
	"Lincoln County, AR"	"05079"	"2019"	"2019"	Suppressed	13024	Suppressed
	"Lincoln County, AR"	"05079"	"2020 "	"2020"	Suppressed	12944	Suppressed
	"Little River County, AR"	"05081"	"2018"	"2018"	Suppressed	12326	Suppressed
	"Little River County, AR"	"05081"	"2019"	"2019"	Suppressed	12259	Suppressed
	"Little River County, AR"	"05081"	"2020 "	"2020"	Suppressed	12180	Suppressed
	"Logan County, AR"	"05083"	"2018"	"2018"	Suppressed	21737	Suppressed
	"Logan County, AR"	"05083"	"2019"	"2019"	Suppressed	21466	Suppressed
	"Logan County, AR"	"05083"	"2020 "	"2020"	Suppressed	21410	Suppressed
	"Lonoke County, AR"	"05085"	"2018"	"2018"	14	73657	Unreliable
	"Lonoke County, AR"	"05085"	"2019"	"2019"	15	73309	Unreliable
	"Lonoke County, AR"	"05085"	"2020 "	"2020"	13	73921	Unreliable
	"Madison County, AR"	"05087"	"2018"	"2018"	Suppressed	16481	Suppressed
	"Madison County, AR"	"05087"	"2019"	"2019"	Suppressed	16576	Suppressed
	"Madison County, AR"	"05087"	"2020 "	"2020"	Suppressed	16644	Suppressed
	"Marion County, AR"	"05089"	"2018"	"2018"	Suppressed	16722	Suppressed
	"Marion County, AR"	"05089"	"2019"	"2019"	Suppressed	16694	Suppressed
	"Marion County, AR"	"05089"	"2020 "	"2020"	Suppressed	16790	Suppressed
	"Miller County, AR"	"05091"	"2018"	"2018"	Suppressed	43592	Suppressed
	"Miller County, AR"	"05091"	"2019"	"2019"	Suppressed	43257	Suppressed
	"Miller County, AR"	"05091"	"2020 "	"2020"	Suppressed	43177	Suppressed
	"Mississippi County, AR"	"05093"	"2018"	"2018"	Suppressed	41239	Suppressed
	"Mississippi County, AR"	"05093"	"2019"	"2019"	Suppressed	40651	Suppressed
	"Mississippi County, AR"	"05093"	"2020 "	"2020"	10	40066	Unreliable
	"Monroe County, AR"	"05095"	"2018"	"2018"	Suppressed	6900	Suppressed
	"Monroe County, AR"	"05095"	"2019"	"2019"	Suppressed	6701	Suppressed
	"Monroe County, AR"	"05095"	"2020 "	"2020"	Suppressed	6584	Suppressed
	"Montgomery County, AR"	"05097"	"2018"	"2018"	Suppressed	8924	Suppressed
	"Montgomery County, AR"	"05097"	"2019"	"2019"	Suppressed	8986	Suppressed
	"Montgomery County, AR"	"05097"	"2020 "	"2020"	Suppressed	9006	Suppressed
	"Nevada County, AR"	"05099"	"2018"	"2018"	Suppressed	8326	Suppressed
	"Nevada County, AR"	"05099"	"2019"	"2019"	Suppressed	8252	Suppressed
	"Nevada County, AR"	"05099"	"2020 "	"2020"	Suppressed	8099	Suppressed
	"Newton County, AR"	"05101"	"2018"	"2018"	Suppressed	7805	Suppressed
	"Newton County, AR"	"05101"	"2019"	"2019"	Suppressed	7753	Suppressed
	"Newton County, AR"	"05101"	"2020 "	"2020"	Suppressed	7602	Suppressed
	"Ouachita County, AR"	"05103"	"2018"	"2018"	Suppressed	23606	Suppressed
	"Ouachita County, AR"	"05103"	"2019"	"2019"	Suppressed	23382	Suppressed
	"Ouachita County, AR"	"05103"	"2020 "	"2020"	Suppressed	23167	Suppressed
	"Perry County, AR"	"05105"	"2018"	"2018"	Suppressed	10352	Suppressed
	"Perry County, AR"	"05105"	"2019"	"2019"	Suppressed	10455	Suppressed
	"Perry County, AR"	"05105"	"2020 "	"2020"	Suppressed	10327	Suppressed
	"Phillips County, AR"	"05107"	"2018"	"2018"	Suppressed	18029	Suppressed
	"Phillips County, AR"	"05107"	"2019"	"2019"	Suppressed	17782	Suppressed
	"Phillips County, AR"	"05107"	"2020 "	"2020"	Suppressed	17299	Suppressed
	"Pike County, AR"	"05109"	"2018"	"2018"	Suppressed	10673	Suppressed
	"Pike County, AR"	"05109"	"2019"	"2019"	Suppressed	10718	Suppressed
	"Pike County, AR"	"05109"	"2020 "	"2020"	Suppressed	10643	Suppressed
	"Poinsett County, AR"	"05111"	"2018"	"2018"	Suppressed	23974	Suppressed
	"Poinsett County, AR"	"05111"	"2019"	"2019"	Suppressed	23528	Suppressed
	"Poinsett County, AR"	"05111"	"2020 "	"2020"	Suppressed	23283	Suppressed
	"Polk County, AR"	"05113"	"2018"	"2018"	Suppressed	20049	Suppressed
	"Polk County, AR"	"05113"	"2019"	"2019"	Suppressed	19964	Suppressed
	"Polk County, AR"	"05113"	"2020 "	"2020"	Suppressed	19707	Suppressed
	"Pope County, AR"	"05115"	"2018"	"2018"	Suppressed	64000	Suppressed
	"Pope County, AR"	"05115"	"2019"	"2019"	Suppressed	64072	Suppressed
	"Pope County, AR"	"05115"	"2020 "	"2020"	Suppressed	64334	Suppressed
	"Prairie County, AR"	"05117"	"2018"	"2018"	Suppressed	8074	Suppressed
	"Prairie County, AR"	"05117"	"2019"	"2019"	Suppressed	8062	Suppressed
	"Prairie County, AR"	"05117"	"2020 "	"2020"	Suppressed	7966	Suppressed
	"Pulaski County, AR"	"05119"	"2018"	"2018"	80	392680	20.4
	"Pulaski County, AR"	"05119"	"2019"	"2019"	79	391911	20.2
	"Pulaski County, AR"	"05119"	"2020 "	"2020"	108	392980	27.5
	"Randolph County, AR"	"05121"	"2018"	"2018"	Suppressed	17948	Suppressed
	"Randolph County, AR"	"05121"	"2019"	"2019"	Suppressed	17958	Suppressed
	"Randolph County, AR"	"05121"	"2020 "	"2020"	Suppressed	18247	Suppressed
	"St. Francis County, AR"	"05123"	"2018"	"2018"	Suppressed	25439	Suppressed
	"St. Francis County, AR"	"05123"	"2019"	"2019"	Suppressed	24994	Suppressed
	"St. Francis County, AR"	"05123"	"2020 "	"2020"	Suppressed	24682	Suppressed
	"Saline County, AR"	"05125"	"2018"	"2018"	19	121421	Unreliable
	"Saline County, AR"	"05125"	"2019"	"2019"	35	122437	28.6
	"Saline County, AR"	"05125"	"2020 "	"2020"	28	123968	22.6
	"Scott County, AR"	"05127"	"2018"	"2018"	Suppressed	10319	Suppressed
	"Scott County, AR"	"05127"	"2019"	"2019"	Suppressed	10281	Suppressed
	"Scott County, AR"	"05127"	"2020 "	"2020"	Suppressed	10164	Suppressed
	"Searcy County, AR"	"05129"	"2018"	"2018"	Suppressed	7958	Suppressed
	"Searcy County, AR"	"05129"	"2019"	"2019"	Suppressed	7881	Suppressed
	"Searcy County, AR"	"05129"	"2020 "	"2020"	Suppressed	7842	Suppressed
	"Sebastian County, AR"	"05131"	"2018"	"2018"	18	127753	Unreliable
	"Sebastian County, AR"	"05131"	"2019"	"2019"	11	127827	Unreliable
	"Sebastian County, AR"	"05131"	"2020 "	"2020"	29	127590	22.7
	"Sevier County, AR"	"05133"	"2018"	"2018"	Suppressed	17139	Suppressed
	"Sevier County, AR"	"05133"	"2019"	"2019"	Suppressed	17007	Suppressed
	"Sevier County, AR"	"05133"	"2020 "	"2020"	Suppressed	16702	Suppressed
	"Sharp County, AR"	"05135"	"2018"	"2018"	Suppressed	17366	Suppressed
	"Sharp County, AR"	"05135"	"2019"	"2019"	Suppressed	17442	Suppressed
	"Sharp County, AR"	"05135"	"2020 "	"2020"	Suppressed	17424	Suppressed
	"Stone County, AR"	"05137"	"2018"	"2018"	Suppressed	12457	Suppressed
	"Stone County, AR"	"05137"	"2019"	"2019"	Suppressed	12506	Suppressed
	"Stone County, AR"	"05137"	"2020 "	"2020"	Suppressed	12674	Suppressed
	"Union County, AR"	"05139"	"2018"	"2018"	Suppressed	39126	Suppressed
	"Union County, AR"	"05139"	"2019"	"2019"	Suppressed	38682	Suppressed
	"Union County, AR"	"05139"	"2020 "	"2020"	Suppressed	38219	Suppressed
	"Van Buren County, AR"	"05141"	"2018"	"2018"	Suppressed	16603	Suppressed
	"Van Buren County, AR"	"05141"	"2019"	"2019"	Suppressed	16545	Suppressed
	"Van Buren County, AR"	"05141"	"2020 "	"2020"	Suppressed	16541	Suppressed
	"Washington County, AR"	"05143"	"2018"	"2018"	10	236961	Unreliable
	"Washington County, AR"	"05143"	"2019"	"2019"	14	239187	Unreliable
	"Washington County, AR"	"05143"	"2020 "	"2020"	15	243216	Unreliable
	"White County, AR"	"05145"	"2018"	"2018"	Suppressed	78727	Suppressed
	"White County, AR"	"05145"	"2019"	"2019"	12	78753	Unreliable
	"White County, AR"	"05145"	"2020 "	"2020"	15	78729	Unreliable
	"Woodruff County, AR"	"05147"	"2018"	"2018"	Suppressed	6490	Suppressed
	"Woodruff County, AR"	"05147"	"2019"	"2019"	Suppressed	6320	Suppressed
	"Woodruff County, AR"	"05147"	"2020 "	"2020"	Suppressed	6264	Suppressed
	"Yell County, AR"	"05149"	"2018"	"2018"	Suppressed	21535	Suppressed
	"Yell County, AR"	"05149"	"2019"	"2019"	Suppressed	21341	Suppressed
	"Yell County, AR"	"05149"	"2020 "	"2020"	Suppressed	21181	Suppressed
	"Alameda County, CA"	"06001"	"2018"	"2018"	191	1666753	11.5
	"Alameda County, CA"	"06001"	"2019"	"2019"	250	1671329	15.0
	"Alameda County, CA"	"06001"	"2020 "	"2020"	320	1662323	19.3
	"Alpine County, CA"	"06003"	"2018"	"2018"	Suppressed	1101	Suppressed
	"Alpine County, CA"	"06003"	"2019"	"2019"	Suppressed	1129	Suppressed
	"Alpine County, CA"	"06003"	"2020 "	"2020"	Suppressed	1119	Suppressed
	"Amador County, CA"	"06005"	"2018"	"2018"	Suppressed	39383	Suppressed
	"Amador County, CA"	"06005"	"2019"	"2019"	13	39752	Unreliable
	"Amador County, CA"	"06005"	"2020 "	"2020"	Suppressed	40083	Suppressed
	"Butte County, CA"	"06007"	"2018"	"2018"	59	231256	25.5
	"Butte County, CA"	"06007"	"2019"	"2019"	55	219186	25.1
	"Butte County, CA"	"06007"	"2020 "	"2020"	70	212744	32.9
	"Calaveras County, CA"	"06009"	"2018"	"2018"	Suppressed	45602	Suppressed
	"Calaveras County, CA"	"06009"	"2019"	"2019"	12	45905	Unreliable
	"Calaveras County, CA"	"06009"	"2020 "	"2020"	Suppressed	46308	Suppressed
	"Colusa County, CA"	"06011"	"2018"	"2018"	Suppressed	21627	Suppressed
	"Colusa County, CA"	"06011"	"2019"	"2019"	Suppressed	21547	Suppressed
	"Colusa County, CA"	"06011"	"2020 "	"2020"	Suppressed	21558	Suppressed
	"Contra Costa County, CA"	"06013"	"2018"	"2018"	162	1150215	14.1
	"Contra Costa County, CA"	"06013"	"2019"	"2019"	164	1153526	14.2
	"Contra Costa County, CA"	"06013"	"2020 "	"2020"	234	1152333	20.3
	"Del Norte County, CA"	"06015"	"2018"	"2018"	Suppressed	27828	Suppressed
	"Del Norte County, CA"	"06015"	"2019"	"2019"	Suppressed	27812	Suppressed
	"Del Norte County, CA"	"06015"	"2020 "	"2020"	Suppressed	27968	Suppressed
	"El Dorado County, CA"	"06017"	"2018"	"2018"	34	190678	17.8
	"El Dorado County, CA"	"06017"	"2019"	"2019"	32	192843	16.6
	"El Dorado County, CA"	"06017"	"2020 "	"2020"	39	192925	20.2
	"Fresno County, CA"	"06019"	"2018"	"2018"	110	994400	11.1
	"Fresno County, CA"	"06019"	"2019"	"2019"	133	999101	13.3
	"Fresno County, CA"	"06019"	"2020 "	"2020"	171	1000918	17.1
	"Glenn County, CA"	"06021"	"2018"	"2018"	Suppressed	28047	Suppressed
	"Glenn County, CA"	"06021"	"2019"	"2019"	Suppressed	28393	Suppressed
	"Glenn County, CA"	"06021"	"2020 "	"2020"	12	28283	Unreliable
	"Humboldt County, CA"	"06023"	"2018"	"2018"	33	136373	24.2
	"Humboldt County, CA"	"06023"	"2019"	"2019"	36	135558	26.6
	"Humboldt County, CA"	"06023"	"2020 "	"2020"	41	134977	30.4
	"Imperial County, CA"	"06025"	"2018"	"2018"	43	181827	23.6
	"Imperial County, CA"	"06025"	"2019"	"2019"	30	181215	16.6
	"Imperial County, CA"	"06025"	"2020 "	"2020"	64	180267	35.5
	"Inyo County, CA"	"06027"	"2018"	"2018"	Suppressed	17987	Suppressed
	"Inyo County, CA"	"06027"	"2019"	"2019"	Suppressed	18039	Suppressed
	"Inyo County, CA"	"06027"	"2020 "	"2020"	Suppressed	18046	Suppressed
	"Kern County, CA"	"06029"	"2018"	"2018"	228	896764	25.4
	"Kern County, CA"	"06029"	"2019"	"2019"	262	900202	29.1
	"Kern County, CA"	"06029"	"2020 "	"2020"	361	901362	40.1
	"Kings County, CA"	"06031"	"2018"	"2018"	20	151366	13.2
	"Kings County, CA"	"06031"	"2019"	"2019"	25	152940	16.3
	"Kings County, CA"	"06031"	"2020 "	"2020"	22	152692	14.4
	"Lake County, CA"	"06033"	"2018"	"2018"	44	64382	68.3
	"Lake County, CA"	"06033"	"2019"	"2019"	47	64386	73.0
	"Lake County, CA"	"06033"	"2020 "	"2020"	46	64479	71.3
	"Lassen County, CA"	"06035"	"2018"	"2018"	Suppressed	30802	Suppressed
	"Lassen County, CA"	"06035"	"2019"	"2019"	12	30573	Unreliable
	"Lassen County, CA"	"06035"	"2020 "	"2020"	Suppressed	30016	Suppressed
	"Los Angeles County, CA"	"06037"	"2018"	"2018"	988	10105518	9.8
	"Los Angeles County, CA"	"06037"	"2019"	"2019"	1267	10039107	12.6
	"Los Angeles County, CA"	"06037"	"2020 "	"2020"	2021	9943046	20.3
	"Madera County, CA"	"06039"	"2018"	"2018"	12	157672	Unreliable
	"Madera County, CA"	"06039"	"2019"	"2019"	30	157327	19.1
	"Madera County, CA"	"06039"	"2020 "	"2020"	22	157761	13.9
	"Marin County, CA"	"06041"	"2018"	"2018"	32	259666	12.3
	"Marin County, CA"	"06041"	"2019"	"2019"	43	258826	16.6
	"Marin County, CA"	"06041"	"2020 "	"2020"	55	257332	21.4
	"Mariposa County, CA"	"06043"	"2018"	"2018"	Suppressed	17471	Suppressed
	"Mariposa County, CA"	"06043"	"2019"	"2019"	Suppressed	17203	Suppressed
	"Mariposa County, CA"	"06043"	"2020 "	"2020"	Suppressed	17160	Suppressed
	"Mendocino County, CA"	"06045"	"2018"	"2018"	31	87606	35.4
	"Mendocino County, CA"	"06045"	"2019"	"2019"	42	86749	48.4
	"Mendocino County, CA"	"06045"	"2020 "	"2020"	41	86061	47.6
	"Merced County, CA"	"06047"	"2018"	"2018"	38	274765	13.8
	"Merced County, CA"	"06047"	"2019"	"2019"	45	277680	16.2
	"Merced County, CA"	"06047"	"2020 "	"2020"	53	279252	19.0
	"Modoc County, CA"	"06049"	"2018"	"2018"	Suppressed	8777	Suppressed
	"Modoc County, CA"	"06049"	"2019"	"2019"	Suppressed	8841	Suppressed
	"Modoc County, CA"	"06049"	"2020 "	"2020"	Suppressed	8763	Suppressed
	"Mono County, CA"	"06051"	"2018"	"2018"	Suppressed	14250	Suppressed
	"Mono County, CA"	"06051"	"2019"	"2019"	Suppressed	14444	Suppressed
	"Mono County, CA"	"06051"	"2020 "	"2020"	Suppressed	14534	Suppressed
